Customer ID,Cust Since,City,State,Zip,Active?,Sales Rep,Sales Acct,LEAD SOURCE
DODD,3/19/12,KANSAS CITY,KS,66109,Active,TOM,30200,
DODG,9/30/11,SHAWNEE,KS,66216,Active,SVCB,30200,
DODGE,3/21/14,LEAWOOD,KS,66206,Active,THAYNE,30200,
DODS,9/18/15,LEAWOOD,KS,66206,Inactive,THAYNE,30200,
DOER,8/29/11,OLATHE,KS,66061,Active,THAYNE,30200,
DOH,10/17/11,OVERLAND PARK,KS,66221,Active,TOM,30200,
DOLD,11/30/15,OVERLAND PARK,KS,66213,Active,SVC,30400,
DOLI,7/30/10,PRAIRIE VILLAGE,KS,66208,Inactive,,30200,
DOND,1/17/00,LEAWOOD,KS,66224,Active,,30100,
DONJ,8/24/99,KANSAS CITY,MO,64114,Active,,30200,
DONNA,6/7/04,MISSION,KS,66202,Inactive,,30200,
DONT,6/9/03,OVERLAND PARK,KS,66221,Active,,30200,
DOOJ,1/10/98,LEAWOOD,KS,66206,Active,TOM,30200,
DORS,5/16/13,KANSAS CITY,KS,66109,Active,GABE,30200,
DORSJ,1/6/20,LEE'S SUMMIT,MO,64064,Active,GABE,30200,
DOUGB,9/17/03,OVERLAND PARK,KS,66207,Active,,30200,
DOUGL,10/17/12,HOLLAND,OH,43528,Active,LARRY,30200,
DOWE,4/28/14,OLATHE,KS,66061,Active,GABE,30200,ANGIES LIST
DOWJ,4/10/14,LEAWOOD,KS,66209,Inactive,GABE,30200,
DOWNJ,4/27/04,OVERLAND PARK,KS,66213,Active,,30200,
DOYLP,1/15/04,KANSAS CITY,MO,64119,Active,,30200,
DRAKM,10/17/03,OLATHE,KS,66061,Active,,30200,
DRAKS,6/27/06,TONGANOXIE,KS,66086,Active,,30500,
DRAP,8/20/09,LEAWOOD,KS,66211,Active,,30200,
DREI,6/8/15,LAWRENCE,KS,66044,Active,COLE,30200,
DREL,6/4/07,LENEXA,KS,66220,Active,,30200,
DRER,7/23/99,OVERLAND PARK,KS,66210,Active,,30200,
DRIE,5/6/05,LENEXA,KS,66219,Active,,30200,
DRINR,10/15/01,LEAWOOD,KS,66224,Inactive,,30200,
DRIS,11/1/19,OVERLAND PARK,KS,66221,Active,TOM,30200,
DROGW,5/4/05,OVERLAND PARK,KS,66223,Active,,30200,
DRYE,12/12/06,KANSAS CITY,MO,64111,Inactive,,30200,
DRYJ,8/29/03,OVERLAND PARK,KS,66221,Active,,30200,
DUBAB,5/9/03,LEAWOOD,KS,66224,Active,,30200,
DUCH,3/21/08,OVERLAND PARK,KS,66221,Inactive,,30200,
DUFFB,8/16/07,OVERLAND PARK,KS,66221,Active,,30200,
DUFFP,7/1/03,OVERLAND PARK,KS,66212,Active,,30200,
DUGA,11/9/09,OVERLAND PARK,KS,66204,Active,,30200,
DUGG,6/25/13,OVERLAND PARK,KS,66213,Active,TOM,30200,
DULE,4/15/14,OVERLAND PARK,KS,66221,Active,TOM,30200,ASCENSION BULLETIN
DUMMC,5/2/03,OLATHE,KS,66061,Active,,30200,
DUNC,4/18/05,OLATHE,KS,66062,Active,,30200,
DUNCB,4/26/10,SHAWNEE,KS,66226,Active,,30200,
DUND,10/31/07,OLATHE,KS,66061,Active,,30200,
DUNJ,1/10/98,OVERLAND PARK,KS,66210,Inactive,,30200,
DUNK,11/12/14,KANSAS CITY,KS,66109,Active,THAYNE,30200,BUSINESS REFERRAL
DUNLS,3/17/03,OVERLAND PARK,KS,66221,Active,LARRY,30200,
DUNN,8/27/09,OVERLAND PARK,KS,66221,Inactive,,30200,
DUNS,7/9/12,OVERLAND PARK,KS,66213,Inactive,TOM,30200,
DUPR,9/28/11,KANSAS CITY,M0,64114,Active,THAYNE,30200,
DUPU,11/3/11,SHAWNEE,KS,66216,Active,TOM,30200,
DURA,4/26/18,MISSION,KS,66202,Active,JAMESV,30200,WATERONE
DURD,1/5/98,OVERLAND PARK,KS,66224,Active,SVC,30400,
DURG,7/21/06,OLATHE,KS,66061,Inactive,,30200,
DURK,7/8/10,OVERLAND PARK,KS,66221,Active,,30200,
DUSL,1/13/03,BELTON,MO,64012,Inactive,,30200,
DWYT,6/9/04,SHAWNEE,KS,66226,Active,TOM,30200,
DYCH,4/14/05,SHAWNEE,KS,66218,Active,,30200,
DYST,12/15/06,OLATHE,KS,66062,Active,,30200,
EAGB,4/26/06,LENEXA,KS,66219,Inactive,,30200,
EAGE,7/10/07,OVERLAND PARK,KS,66221,Active,,30200,
EAK,11/6/07,SHAWNEE,KS,66226,Active,,30200,
EAKIM,9/28/20,Lenexa,KS,66220,Active,LARRY,30200,
EARN,5/3/11,OVERLAND PARK,KS,66221,Active,TOM,30200,
EARTH,6/15/06,OVERLAND PARK,KS,66085,Active,,30200,
EAT,5/7/07,OVERLAND PARK,KS,66210,Active,,30200,
EBBE,5/2/11,LEES SUMMIT,MO,64064,Active,ERICD,30200,
EBER,9/11/07,SHAWNEE,KS,66226,Active,,30200,
EBNK,8/4/05,KANSAS CITY,MO,64112,Inactive,,30200,
ECKG,8/18/09,OLATHE,KS,66061,Active,,30200,
ECKL,4/15/04,OVERLAND PARK,KS,66223,Active,,30200,
EDEB,3/8/00,OVERLAND PARK,KS,66221,Active,,30100,
EDEN,5/20/04,KANSAS CITY,MO,64112,Active,,30200,
EDMJ,9/21/99,OVERLAND PARK,KS,66212,Active,TOM,30200,
EDWAC,7/9/08,BLUE SPRINGS,MO,64015,Active,,30200,
EDWAH,5/21/03,SHAWNEE,KS,66216,Active,,30200,
EDWAV,3/1/07,LENEXA,KS,66220,Active,,30200,
EDWD,6/14/12,LEAWOOD,KS,66211,Active,GABE,30200,
EDWG,11/14/08,OVERLAND PARK,KS,66062,Active,,30200,
EGGA,8/9/10,LEAWOOD,KS,66224,Active,,30200,
EGIDK,9/14/21,Olathe,KS,66061,Active,GABE,30200,
EHLR,1/26/05,LEAWOOD,KS,66209,Active,,30200,
EISE,11/20/07,LENEXA,KS,66219,Inactive,,30200,
ELDC,1/24/05,OVERLAND PARK,KS,66221,Active,,30200,
ELDE,11/14/06,OVERLAND PARK,KS,66221,Active,TOM,30200,
ELEY,7/26/04,PRAIRIE VILLAGE,KS,66208,Active,,30200,
ELEYS,8/24/12,LEE'S SUMMIT,MO,64081,Active,LARRY,30200,
ELIJ,6/24/05,KANSAS CITY,KS,66109,Active,,30200,
ELITE,12/30/21,OVERLAND PARK,KS,66212,Active,TOM,30900,
ELLIJ,8/6/04,OVERLAND PARK,KS,66209,Active,,30200,
ELLINK,8/18/04,OVERLAND PARK,KS,66221,Active,TOM,30200,
ELLIP,10/28/04,LEAWOOD,KS,66206,Active,,30200,
ELLIS,5/18/05,OVERLAND PARK,KS,66085,Active,,30200,
ELLJ,2/18/16,MERRIAM,KS,66203,Active,JAMESV,30200,
ELLS,12/1/05,OVERLAND PARK,KS,66223,Active,TOM,30200,
ELMD,5/19/00,LENEXA,KS,66220,Inactive,,30200,
ELPN,6/5/99,OVERLAND PARK,KS,66213,Inactive,,30200,
ELSM,5/30/01,BELTON,MO,64012,Active,LARRY,30200,
EMBAPT,8/12/04,LENEXA,KS,66215,Active,,30200,
EMBAS,12/12/05,KANSAS CITY,MO,64105,Active,,30200,
EMERB,4/15/03,OVERLAND PARK,KS,66221,Active,,30200,
EMERY,6/1/09,WEATHERBY LAKE,MO,64152,Active,,30200,
EMMA,4/13/05,SHAWNEE,KS,66216,Active,,30200,
EMP,1/28/11,,,,Active,,30200,
ENGB,5/21/01,OVERLAND PARK,KS,66210,Inactive,,30200,
ENGD,7/14/04,OLATHE,KS,66062,Active,,30200,
ENGE,11/8/16,PRAIRIE VILLAGE,KS,66207,Active,GABE,30200,
ENGJ,5/27/99,OVERLAND PARK,KS,66206,Active,,30200,
ENGLE,12/7/10,KANSAS CITY,MO,64118,Active,TOM,30900,
ENGLJ,3/13/06,OVERLAND PARK,KS,66221,Active,,30200,
ENGR,9/26/03,SHAWNEE,KS,66216,Active,,30200,
ENVI,11/2/06,LEAWOOD,KS,66209,Active,,30200,
EPA,7/10/06,KANSAS CITY,MO,64112,Active,,30200,
EPPS,5/31/05,KANSAS CITY,MO,64113,Active,,30200,
ERGA,8/22/13,PRAIRIE VILLAGE,KS,66202,Active,THAYNE,30200,
ERICK,4/28/04,OLATHE,KS,66061,Active,,30200,
ERICKK,1/25/10,OLATHE,KS,66062-5869,Active,,30200,
ERIP,3/14/17,LEE'S SUMMIT,MO,64063,Active,MIKEHU,30200,
ERKM,11/10/08,OVERLAND PARK,KS,66224,Inactive,,30200,
ERMGS,1/24/05,OVERLAND PARK,KS,66221,Active,,30200,
ERRE,6/26/06,SHAWNEE,KS,66216,Active,,30200,
ERVC,4/16/02,OLATHE,KS,66062,Inactive,,30200,
ESCH,10/1/18,NORTH KANSAS CITY,MO,64116,Active,GABE,30200,
ESHE,10/30/08,OLATHE,KS,66061,Active,,30200,
ESSE,11/16/07,SHAWNEE,KS,66226,Inactive,,30200,
ESTE,6/14/13,OVERLAND PARK,KS,66212,Active,,30200,
ESTEJ,7/22/19,OVERLAND PARK,KS,66223,Active,GABE,30200,
ESTES,7/29/13,LEAWOOD,KS,66211,Active,GABE,30200,
ESTJ,7/26/19,MERRIAM,KS,66203,Active,GABE,30200,
ETHE,8/13/12,LEE'S SUMMIT,MO,64081,Active,LARRY,30200,
EUSD,8/24/01,LEAWOOD,KS,66209,Inactive,,30200,
EUST,5/31/05,SHAWNEE,KS,66226,Active,,30200,
EVANH,9/8/21,OVERLAND PARK,KS,66207,Active,SVC,30400,
EVANJ,3/31/03,OVERLAND PARK,KS,66210,Active,,30400,
EVANK,10/15/18,LENEXA,KS,66215,Active,GABE,30200,
EVANM,11/8/16,MISSION HILLS,KS,66208,Active,TOM,30200,
EVANP,4/27/10,OVERLAND PARK,KS,66213,Active,,30200,
EVANS,8/5/04,PRAIRIE VILLAGE,KS,66207,Active,,30200,
EWAL,7/26/10,OVERLAND PARK,KS,66221,Active,,30200,
EWER,7/2/15,OLATHE,KS,66062,Active,GABE,30200,
EWIN,2/27/14,PRAIRIE VILLAGE,KS,66208,Active,THAYNE,30200,REFERRAL
EXCEL,5/22/06,LENEXA,KS,66215,Active,,30200,
EYST,3/20/14,KANSAS CITY,MO,64151,Active,THAYNE,30200,ANGIES LIST
FABW,3/3/03,LEAWOOD,KS,66224,Active,,30200,
FACM,3/10/05,OLATHE,KS,66062,Active,,30200,
FAGE,8/24/15,OVERLAND PARK,KS,66221,Inactive,TOM,30200,
FAHL,4/12/10,LEAWOOD,KS,66206,Active,,30200,
FAHR,5/5/05,OVERLAND PARK,KS,66213,Inactive,,30200,
FAIRM,8/3/05,OLATHE,KS,66061,Inactive,,30200,
FAIRP,6/9/03,OLATHE,KS,66061,Inactive,,30200,
FALCON,2/13/14,SHAWNEE MISSION,KS,66222,Active,SNOW/GEORGE,30800,
FALCP,5/24/04,LIBERTY,MO,64068,Active,,30200,
FANS,10/25/99,LEE'S SUMMIT,MO,66064,Inactive,,30100,
FARK,11/20/08,OVERLAND PARK,KS,66213,Active,,30200,
FARLC,3/6/09,MISSION HILLS,KS,66208,Inactive,,30200,
FARLT,6/2/03,OVERLAND PARK,KS,66210,Active,,30200,
FARM,9/15/00,SHAWNEE,KS,66226-2632,Active,,30200,
FARNK,1/28/04,KANSAS CITY,KS,66104,Active,,30200,
FAUGC,4/12/05,LENEXA,KS,66219,Active,,30200,
FAUW,6/18/01,KANSAS CITY,MO,64145-1552,Active,,30200,
FEAT,4/15/10,SHAWNEE,KS,66227,Active,,30200,
FEDER,6/23/03,LEAWOOD,KS,66209,Active,,30200,
FEEB,11/6/00,OLATHE,KS,66061,Active,,30200,
FEEJ,4/12/05,OLATHE,KS,66062,Active,,30200,
FEHR,5/12/20,LEAWOOD,KS,66209,Active,TOM,30200,
FEIL,4/24/19,OVERLAND PARK,KS,66213,Active,GABE,30200,
FERG,7/25/05,OVERLAND PARK,KS,66221,Inactive,,30200,
FERNB,4/2/05,OVERLAND PARK,KS,66210,Inactive,,30200,
FERRD,6/9/09,SHAWNEE,KS,66217,Active,,30200,
FERRJ,7/15/03,OVERLAND PARK,KS,66213,Active,,30200,
FERRL,8/5/03,OKLAHOMA CITY,OK,73170,Active,,30200,
FERS,5/3/01,LENEXA,KS,66220,Active,,30100,
FICJ,10/5/00,STILWELL,KS,66085,Active,,30200,
FICK,5/16/13,KANSAS CITY,MO,64151,Active,GABE,30200,
FIDE,12/15/06,OVERLAND PARK,KS,66209,Active,,30200,
FIELD,4/28/04,SHAWNEE,KS,66216,Active,LARRY,30200,
FIFT,6/12/06,LEAWOOD,KS,66209,Active,,30200,
FILB,5/21/15,OVERLAND PARK,KS,66202,Active,LARRY,30200,
FING,10/5/09,OVERLAND PARK,KS,66223,Active,TOM,30200,
FINJ,2/14/02,LEAWOOD,KS,66224,Active,,30200,
FINK,7/29/08,LEAWOOD,KS,66209,Active,,30200,
FINL,11/25/15,PRAIRIE VILLAGE,KS,66207,Active,COLE,30200,
FINN,5/13/08,KANSAS CITY,MO,64151,Active,,30200,
FIORE,5/14/13,LEAWOOD,KS,66224,Inactive,GABE,30200,
FIORI,5/27/03,STILWELL,KS,66085,Active,,30200,
FISCG,12/11/01,LEAWOOD,KS,66206,Active,,30100,
FISCH,5/3/04,LEAWOOD,KS,66209,Active,,30200,
FISCP,4/6/07,PRAIRIE VILLAGE,KS,66208,Active,,30500,
FISCS,10/19/07,KANSAS CITY,MO,64152,Active,,30200,
FISH,5/21/09,OVERLAND PARK,KS,66215,Active,,30200,
FISHC,9/24/10,MISSION,KS,66202,Active,,30200,
FISJ,1/30/17,SHAWNEE,KS,66218,Active,TOM,30200,
FISM,11/24/98,LEAWOOD,KS,66211,Active,,30200,
FISP,1/10/98,OVERLAND PARK,KS,66210,Active,,30200,
FIST,9/2/08,SHAWNEE,KS,66216,Inactive,,30200,
FISW,4/3/00,SHAWNEE MISSION,KS,66218,Active,,30200,
FITHB,3/13/03,PRAIRIE VILLAGE,KS,66207,Active,TOM,30200,
FITHS,7/13/04,KANSAS CITY,MO,64113,Active,,30200,
FITNESS,12/16/08,OVERLAND PARK,KS,66207,Active,TOM,30800,
FITZ,9/6/11,LEAWOOD,KS,66209,Active,ERICD,30200,
FLAS,11/10/15,OVERLAND PARK,KS,66223,Active,TOM,30200,ANGIES LIST
FLAT,8/24/12,OVERLAND PARK,KS,66213,Active,GABE,30200,
FLEE,11/12/10,SHAWNEE,KS,66218,Active,,30200,
FLEL,8/22/98,SHAWNEE,KS,66216,Active,,30200,
FLEMD,5/27/03,OVERLAND PARK,KS,66221,Inactive,,30200,
FLEMJ,5/3/10,OVERLAND PARK,KS,66213,Active,GABE,30200,
FLETC,5/13/04,OVERLAND PARK,KS,66210,Active,,30200,
FLETK,9/17/13,SHAWNEE,KS,66218,Active,THAYNE,30200,
FLETS,8/11/03,KANSAS CITY,MO,64145,Active,,30200,
FLETV,7/10/08,PRAIRIE VILLAGE,KS,66208,Active,,30200,
FLEV,7/20/10,LEAWOOD,KS,66209,Active,TOM,30200,
FLINB,4/7/03,OVERLAND PARK,KS,66223,Active,,30200,
FLING,11/18/09,SHAWNEE,KS,66218,Active,,30200,
FLINS,5/4/04,OVERLAND PARK,KS,66207,Active,,30200,
FLOOR,3/3/06,LENEXA,KS,66214,Active,,30200,
FLORIE,6/18/09,OVERLAND PARK,KS,66213,Active,,30200,
FLORJ,8/15/03,OLATHE,KS,66062,Active,,30200,
FLUR,6/21/05,OVERLAND PARK,KS,66213,Active,,30200,
FOGLE,7/2/04,OVERLAND PARK,KS,66223,Active,,30200,
FOLJ,1/10/98,STILWELL,KS,66085,Active,,30200,
FOLR,2/4/05,PRAIRIE VILLAGE,KS,66208,Inactive,,30200,
FONG,10/26/12,OVERLAND PARK,KS,66213,Active,TOM,30200,
FONT,6/16/05,MISSION,KS,66202,Active,,30200,
FONTJ,10/22/21,OVERLAND PARK,KS,66213,Active,TOM,30200,
FOOS,7/10/07,MISSION,KS,66208,Inactive,,30200,
FORB,6/24/15,SHAWNEE,KS,66216,Active,LARRY,30200,
FORD,8/2/00,OVERLAND PARK,KS,66224,Active,,30200,
FORDB,6/12/08,OVERLAND PARK,KS,66210,Active,,30200,
FORDC,4/2/03,OVERLAND PARK,KS,66221,Inactive,,30400,
FORE,7/12/06,PRAIRIE VILLAGE,KS,66208,Active,TOM,30900,
FORM,10/10/18,OVERLAND PARK,KS,66213,Active,TOM,30200,
FORP,1/2/18,KANSAS CITY,MO,64117,Active,TOM,30900,
FORT,6/22/05,OVERLAND PARK,KS,66214,Active,,30200,
FOTH,4/29/09,LEE'S SUMMIT,MO,64086,Inactive,,30200,
FOTO,4/20/05,OLATHE,KS,66062,Active,,30200,
FOUN,10/6/09,OVERLAND PARK,KS,66221,Active,GABE,30200,
FOUR,10/21/15,LENEXA,KS,66215,Active,LARRY,30200,
FOWLC,4/14/03,OVERLAND PARK,KS,66212,Active,,30400,
FOWR,3/3/00,LEES SUMMIT,MO,64064,Active,,30200,
FOXD,5/9/03,LENEXA,KS,66220,Inactive,,30200,
FOXF,7/13/09,OVERLAND PARK,KS,66210,Active,,30200,
FOXJR,7/23/09,OVERLAND PARK,KS,66210,Active,,30200,
FOXP,1/15/15,OLATHE,KS,66063,Active,SNOW/GEORGE,30800,
FRAD,5/19/98,SHAWNEE,KS,66226,Active,,30100,
FRAF,1/13/03,LENEXA,KS,66219,Active,,30200,
FRANC,9/20/04,SHAWNEE,KS,66216,Active,,30200,
FRAND,4/7/03,LENEXA,KS,66215,Inactive,,30400,
FRANF,7/23/02,LENEXA,KS,66215-1711,Active,,30200,
FRANK,4/24/09,KANSAS CITY,MO,64113,Active,,30200,
FRANKE,3/6/18,LEAWOOD,KS,66224,Active,GABE,30200,
FRANKG,6/30/05,OVERLAND PARK,KS,66213,Active,,30200,
FRANKS,7/15/08,FAIRWAY,KS,66205,Active,,30200,
FRANO,10/2/08,KANSAS CITY,MO,64113,Active,,30200,
FRANP,9/16/01,OVERLAND PARK,KS,66210,Active,,30200,
FRANZ,11/9/16,,,,Inactive,,30200,
FRAZ,10/21/05,OVERLAND PARK,KS,66223-3244,Active,,30200,
FREB,6/29/09,PRAIRIE VILLAGE,KS,66207,Active,TOM,30200,
FREE,4/21/06,LEAWOOD,KS,66211,Inactive,,30200,
FREI,9/22/15,LEAWOOD,KS,66221,Active,GABE,30200,
FRENCH,7/5/05,KANSAS CITY,MO,64145,Active,,30200,
FREND,11/17/03,OLATHE,KS,66061,Active,,30200,
FRES,3/18/15,KANSAS CITY,KS,66102,Active,TOM,30900,
FREY,4/18/19,STILWELL,KS,66085,Active,TOM,30200,
FRICK,10/30/08,LENEXA,KS,66219,Active,,30200,
FRID,4/13/06,OVERLAND PARK,KS,66213,Active,TOM,30200,
FRIEA,3/17/03,LENEXA,KS,66220,Inactive,,30400,
FRIEH,7/5/17,SHAWNEE,KS,66226,Active,SVC,30400,
FRIES,1/5/06,OLATHE,KS,66061,Active,,30200,
FRIS,11/25/14,OLATHE,KS,66061,Active,TOM,30200,
FRON,5/10/19,OLATHE,KS,66062,Active,TOM,30200,
FRY,8/9/07,OLATHE,KS,66051,Active,,30200,
FRYW,12/21/09,LENEXA,KS,66219,Active,,30200,
FUHL,7/23/09,LEAWOOD,KS,66206,Inactive,,30200,
FUHR,6/12/06,SHAWNEE,KS,66216,Active,,30200,
FULEC,8/5/04,OLATHE,KS,66062,Inactive,,30400,
FULL,11/9/09,OVERLAND PARK,KS,66223,Active,,30200,
FUQU,6/20/13,INMAN,KS,67546,Active,TOM,30900,
GAAB,5/5/05,OVERLAND PARK,KS,66223,Active,,30200,
GABE,9/28/15,,,,Active,GABE,30200,
GABR,7/18/08,SHEBOYGAN,WI,53083,Active,,30200,
GAD,5/14/09,OLATHE,KS,66061,Active,,30200,
GAFF,6/17/08,LEAWOOD,KS,66209,Active,,30200,
GAHA,10/14/09,PRAIRIE VILLAGE,KS,66208,Active,GABE,30200,
GAIZV,6/26/03,OVERLAND PARK,KS,66207,Active,,30200,
GALE,6/15/07,KANSAS CITY,MO,64108,Active,TOM,30200,
GALL,3/24/08,OVERLAND PARK,KS,66221,Inactive,GABE,30200,
GALLL,6/4/09,OVERLAND PARK,KS,66221,Active,,30200,
GALV,8/7/06,SHAWNEE,KS,66226,Active,,30200,
GAMJ,7/8/05,OVERLAND PARK,KS,66223,Inactive,,30200,
GAMP,10/29/19,OVERLAND PARK,KS,66223,Active,TOM,30200,
GANH,7/21/17,OVERLAND PARK,KS,66213,Active,MIKEHU,30200,
GANN,8/9/05,LENEXA,KS,66219,Inactive,,30200,
GARC,4/3/13,OVERLAND PARK,KS,66221,Active,,30200,
GARD,5/2/07,KANSAS CITY,MO,64112,Active,,30200,
GARDB,4/24/12,OVERLAND PARK,KS,66223,Active,GABE,30200,
GARDJ,6/13/17,OVERLAND PARK,KS,66210,Active,GABE,30200,
GARJ,6/26/01,KANSAS CITY,MO,64130,Active,,30200,
GARN,8/30/04,KANSAS CITY,MO,64118,Active,,30200,
GARR,6/20/11,OVERLAND PARK,KS,66209,Active,,30200,
GARRD,12/1/11,LENEXA,KS,66219,Active,LARRY,30200,
GARS,6/26/01,KANSAS CITY,MO,64145,Active,,30200,
GART,9/8/06,OVERLAND PARK,KS,66213,Inactive,,30200,
GARTR,10/30/09,OLATHE,KS,66062,Inactive,,30200,
GARV,4/14/11,LEES SUMMIT,MO,64064,Active,GABE,30200,
GARWJ,9/20/01,LEAWOOD,KS,66211,Active,,30100,
GASCONY,5/12/09,OVERLAND PARK,KS,66212,Active,TOM,30900,
GATE,4/3/15,LEAWOOD,KS,66209,Active,LARRY,30200,ANGIES LIST
GATH,6/3/05,LEAWOOD,KS,66224,Active,,30200,
GATOR,6/14/07,KANSAS CITY,MO,64108,Active,SNOW/GEORGE,30800,
GAUG,4/29/09,OVERLAND PARK,KS,66221,Active,,30200,
GEBBI,10/6/05,STILLWELL,KS,66085,Active,,30200,
GEGG,11/8/16,LEAWOOD,KS,66209,Active,MIKEHU,30200,
GEIE,9/21/99,OVERLAND PARK,KS,66210,Active,,30200,
GEIG,5/24/07,OVERLAND PARK,KS,66223,Inactive,,30200,
GELB,7/31/03,KANSAS CITY,MO,64113,Active,,30200,
GELL,10/30/06,OVERLAND PARK,KS,66212,Active,,30200,
GEND,2/7/03,LEAWOOD,KS,66224,Active,,30200,
GENE,12/30/09,KANSAS CITY,KS,66106,Active,,30200,
GENEVA,12/16/08,MISSION,KS,66202,Active,,30200,
GENEVA1,4/20/10,MISSION,KS,66202,Active,TOM,30900,
GENEVA2,3/19/09,MISSION,KS,66202,Active,,30200,
GENEVA3,4/9/09,MISSION,KS,66202,Active,,30200,
GENTD,7/28/20,OVERLAND PARK,KS,66223,Active,TOM,30200,
GEOC,7/21/99,OVERLAND PARK,KS,66221,Active,TOM,30200,
GERA,11/8/16,OVERLAND PARK,KS,66221,Active,GABE,30900,
GERD,1/10/98,OVERLAND PARK,KS,66212,Inactive,,30200,
GERL,6/13/06,LAKE QUIVIRA,KS,66217,Active,,30200,
GERV,11/28/07,SHAWNEE,KS,66226,Active,,30200,
GHAR,4/28/04,LEAWOOD,KS,66224,Active,,30400,
GIBBS,11/3/20,Leawood,KS,66206,Active,LARRY,30200,
GIBS,10/19/15,LEAWOOD,KS,66206,Active,COLE,30200,VALPAK
GIELE,6/23/03,MISSION HILLS,KS,66208,Active,THAYNE,30200,
GIER,3/27/17,OVERLAND PARK,KS,66221,Active,GABE,30200,
GIESJ,3/14/06,OVERLAND PARK,KS,66210,Inactive,,30200,
GILB,11/13/06,SHAWNEE,KS,66226,Inactive,,30200,
GILC,6/4/19,LEAWOOD,KS,66208,Active,TOM,30900,
GILC-12480,4/28/14,LEAWOOD,KS,66208,Active,TOM,30900,
GILC-1542,7/8/19,LEAWOOD,KS,66208,Active,TOM,30900,
GILC-5960,7/21/08,LEAWOOD,KS,66208,Active,SNOW,30800,
GILC-6750,7/21/08,LEAWOOD,KS,66208,Active,SNOW/GEORGE,30800,
GILCG,9/12/19,PRAIRIE VILLAGE,KS,66208,Active,TOM,30200,
GILE,9/5/18,OVERLAND PARK,KS,66210,Active,TOM,30200,
GILG,7/30/07,OVERLAND PARK,KS,66210,Inactive,,30200,
GILLA,7/25/03,LEAWOOD,KS,66206,Active,,30200,
GILLC,3/18/04,MASON,OH,45040,Active,,30200,
GILLK,4/2/05,OVERLAND PARK,KS,66062,Active,,30200,
GILLS,9/27/04,OVERLAND PARK,KS,66224,Active,,30200,
GILMK,2/25/03,LEAWOOD,KS,66224,Active,,30300,
GING,3/16/18,SHAWNEE,KS,66226,Active,TOM,30200,
GLASG,4/2/09,LENEXA,KS,66220,Active,GABE,30200,REFERRAL
GLASS,5/18/05,OVERLAND PARK,KS,66223,Inactive,,30200,
GLES,6/20/19,OVERLAND PARK,KS,66213,Active,GABE,30200,
GLOTJ,12/15/03,OVERLAND PARK,KS,66221,Active,,30200,
GOBJ,6/8/99,MISSION HILLS,KS,66208,Active,,30100,
GOD,4/24/07,LEE'S SUMMIT,MO,64082,Active,,30200,
GOEBL,3/24/03,LENEXA,KS,66220,Active,,30200,
GOET,2/6/20,MISSION HILLS,KS,66208,Active,TOM,30200,
GOFF,4/10/15,LEAWOOD,KS,66209,Active,GABE,30200,ANGIES LIST
GOLDE,6/18/13,RICHMOND,KS,66080,Active,THAYNE,30200,
GOLDJ,7/7/08,OVERLAND PARK,KS,66209,Active,SCOTT,30200,
GOLDM,5/5/10,LEAWOOD,KS,66209,Inactive,GABE,30200,
GOLDS,9/12/03,LEAWOOD,KS,66209,Active,,30200,
GOLU,5/22/17,OVERLAND PARK,KS,66207,Active,TOM,30200,
GOME,3/26/08,KANSAS CITY,MO,64131,Active,GABE,30200,
GONAS,10/28/03,OVERLAND PARK,KS,66221,Active,,30200,
GOOD,1/10/98,LEAWOOD,KS,66207,Active,,30200,
GOODM,8/2/05,LEAWOOD,KS,66209,Active,LARRY,30200,
GOODS,11/9/09,SHAWNEE,KS,66216,Active,,30200,
GOOG,1/10/98,SHAWNEE,KS,66218,Active,,30200,
GORDL,4/28/08,LENEXA,KS,66219,Active,,30200,
GORDM,3/12/04,SHAWNEE,KS,66218,Active,,30200,
GORS,10/21/08,OVERLAND PARK,KS,66210,Active,,30200,
GOSG,1/13/03,MISSION,KS,66202,Inactive,,30200,
GOTT,10/13/11,PRAIRIE VILLAGE,KS,66208,Active,THAYNE,30200,
GOTTL,5/19/14,LEAWOOD,KS,66207,Active,TOM,30200,
GOTTS,4/11/17,PRAIRIE VILLAGE,KS,66208,Active,MIKEHU,30200,
GOUL,10/10/11,STILLWELL,KS,66085,Active,GABE,30200,
GRAB,7/6/06,OVERLAND PARK,KS,66085,Active,,30200,
GRAG,4/13/06,LEAWOOD,KS,66209,Active,,30200,
GRAH,8/9/05,OVERLAND PARK,KS,66223,Active,,30200,
GRAHA,1/31/11,OVERLAND PARK,KS,66223,Active,GABE,30200,
GRAHAM,11/22/11,Lenexa,KS,66220,Active,,30200,
GRAHJ,3/20/08,OVERLAND PARK,KS,66221,Active,,30200,
GRAHT,11/22/05,OVERLAND PARK,KS,66223,Inactive,,30200,
GRAJ,5/19/00,OVERLAND PARK,KS,66213,Inactive,,30200,
GRAL,8/14/00,OLATHE,KS,66061,Active,,30400,
GRANA,6/4/03,OVERLAND PARK,KS,66223,Active,,30200,
GRANN,1/14/15,CHESTERFIELD,MO,63017,Active,SNOW/GEORGE,30800,
GRANP,8/26/04,OVERLAND PARK,KS,66213,Inactive,,30200,
GRANT,5/3/13,OVERLAND PARK,KS,66213,Active,JACK,30200,
GRASS,6/3/04,BUCYRUS,KS,66013,Active,,30200,
GRAT,11/4/05,OVERLAND PARK,KS,66223,Inactive,,30200,
